cells,samples,cell.types,treatment.group,Cohort,no.of.genes,no.of.reads,genes_detected_counts,n_counts
cy98_CD45pos_CD8pos_S17,Mel98,T.cell,post.treatment,New,4870,491924,4715,10021.87282038801
cy112_CD45neg_CD90neg_S120,Mel112,?,treatment.naive,New,1990,633739,1808,3759.520841474985
cy98_CD45pos_CD8pos_S29,Mel98,T.CD8,post.treatment,New,5300,320429,5123,11679.514738130947
cy79_p5_CD45_pos_PD1_pos_E11_S635_comb,Mel79,T.CD8,treatment.naive,Tirosh,5158,125307,4926,12483.36461514817
CY89A_CD45_POS_10_G09_S273_comb,Mel89,T.CD8,treatment.naive,Tirosh,2145,25018,1983,7803.071504192592
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H09_S1053_comb,Mel60,B.cell,post.treatment,Tirosh,3001,75448,2819,9662.745382423704
cy04.3_CD45pos_S84,Mel04.3,T.CD8,post.treatment,New,4433,604501,4222,8890.202062397198
cy94_cd45pos_4_E01_S49_comb,Mel94,B.cell,post.treatment,Tirosh,6288,598671,6140,12371.192831770004
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H04_S280_comb,Mel79,T.CD8,treatment.naive,Tirosh,3000,30443,2810,10262.711858752122
Cy72_CD45_E04_S724_comb,Mel72,T.cell,post.treatment,Tirosh,3515,115671,3299,8818.023413311173
cy98_CD45pos_1_S230,Mel98,Macrophage,post.treatment,New,6021,1356748,5836,11365.844590730596
cy121.1_CD45pos_S313,Mel121.1,T.CD8,post.treatment,New,4591,671710,4393,8621.775305073337
cy04.3_CD45pos_S87,Mel04.3,T.CD4,post.treatment,New,3991,860455,3837,7128.240104161754
cy60_1_cd_45_pos_3_A03_S291_comb,Mel60,NK,post.treatment,Tirosh,2482,41619,2265,8598.915060940722
Cy74_CD45_E07_S439_comb,Mel74,T.CD8,post.treatment,Tirosh,2851,128480,2632,8038.044134187607
CY89FNA_B10_S214_comb,Mel89,T.CD8,treatment.naive,Tirosh,2978,72092,2776,8918.6825802535
CY89COREQ1_A02_S290_comb,Mel89,T.CD4,treatment.naive,Tirosh,3900,130918,3682,8984.662994656463
CY89A_CD45_POS_6_C12_S132_comb,Mel89,B.cell,treatment.naive,Tirosh,2902,116511,2659,6582.625941459848
Cy74_CD45_F04_S448_comb,Mel74,T.CD8,post.treatment,Tirosh,3279,125292,3087,9553.137140731418
cy94_cd45pos_4_E12_S60_comb,Mel94,B.cell,post.treatment,Tirosh,3764,16419,3583,11775.15810297979
Cy74_CD45_H08_S476_comb,Mel74,Macrophage,post.treatment,Tirosh,2994,119659,2801,8819.963721503977
cy126_CD45pos_1_S54,Mel126,Macrophage,post.treatment,New,5764,860487,5591,11826.598156784217
cy105_CD45pos_S261,Mel105,B.cell,treatment.naive,New,4581,765768,4410,8081.746819604916
cy80_Cd45_pos_Pd1_neg_S199_A07_S199_comb,Mel80,B.cell,treatment.naive,Tirosh,3399,83091,3151,8485.161416749383
cy94_cd45pos_4_D04_S40_comb,Mel94,B.cell,post.treatment,Tirosh,5774,883409,5661,11300.39524013619
cy129PA_CD45pos_S49,Mel129pa,B.cell,treatment.naive,New,4164,620916,3971,7153.24338601342
cy98_CD45pos_2_S336,Mel98,NK,post.treatment,New,4163,389731,3992,8340.782467508432
CY75_1_CD45_CD8_3__S170_comb_BCD8,Mel75,T.CD8,post.treatment,Tirosh,4001,142896,3786,10550.61271058796
cy58_1_CD45_pos_D10_S622_comb,Mel58,T.CD8,post.treatment,Tirosh,2199,13711,2052,8803.827411593265
Cy81_Bulk_CD45_D09_S141_comb,Mel81,?,treatment.naive,Tirosh,12845,323404,12740,22063.452578900353
cy72_CD45_pos_E06_S918_comb,Mel72,T.cell,post.treatment,Tirosh,2524,38350,2344,8092.478674928909
CY89COREQ1_D10_S334_comb,Mel89,T.CD8,treatment.naive,Tirosh,3520,112556,3290,8856.500748593593
cy94_cd45neg_cd90pos_G05_S365_comb,Mel94,?,post.treatment,Tirosh,3625,194174,3384,10005.162913374517
cy60_1_cd_45_pos_3_A10_S298_comb,Mel60,B.cell,post.treatment,Tirosh,2178,66853,2003,4241.364551577437
cy94_cd45pos_4_H04_S88_comb,Mel94,T.CD4,post.treatment,Tirosh,4370,463522,4179,8594.537772399584
cy88_cd_45_pos_C09_S417_comb,Mel88,T.CD4,post.treatment,Tirosh,2855,79471,2640,8705.065419009503
cy75_1B_CD45pos_S29,Mel75,T.CD4,post.treatment,New,4320,514776,4153,8130.908194692
Cy81_FNA_CD45_H07_S283_comb,Mel81,T.CD4,treatment.naive,Tirosh,2365,102948,2159,6041.240875359159
cy72_CD45_pos_H02_S950_comb,Mel72,T.CD4,post.treatment,Tirosh,3369,77670,3137,9331.64680884972
cy110_CD45pos_S326,Mel110,Macrophage,post.treatment,New,7274,2035013,7113,12333.501638911715
cy80_CD45_pos_PD1_pos_F07_S163_comb,Mel80,T.CD4,treatment.naive,Tirosh,4199,120550,3991,11105.144896242009
CY75_1_CD45_CD8_7__S214_comb_BCD8,Mel75,T.CD8,post.treatment,Tirosh,4083,312645,3885,9295.072439270358
cy79_p5_CD45_pos_PD1_pos_E07_S631_comb,Mel79,T.CD8,treatment.naive,Tirosh,4300,87033,4107,10746.251838655553
cy58_1_CD45_pos_H01_S661_comb,Mel58,T.CD8,post.treatment,Tirosh,4106,195791,3919,9418.423956182383
Cy81_Bulk_CD45_B01_S109_comb,Mel81,?,treatment.naive,Tirosh,4650,891914,4439,7869.21870509053
cy80_Cd45_pos_Pd1_neg_S296_E08_S296_comb,Mel80,B.cell,treatment.naive,Tirosh,3856,61421,3626,10721.47549769594
CY89A_CD45_POS_6_D08_S140_comb,Mel89,B.cell,treatment.naive,Tirosh,2657,55553,2426,7516.669324881954
Cy71_CD45_G04_S556_comb,Mel71,T.CD8,treatment.naive,Tirosh,3145,115473,2932,9031.077393438929
cy60_1_cd_45_pos_4_C07_S31_comb,Mel60,NK,post.treatment,Tirosh,3277,64503,3066,10724.015991443468
cy60_1_cd_45_pos_3_E10_S346_comb,Mel60,T.CD8,post.treatment,Tirosh,3317,98203,3113,10043.391253356729
CY89A_CD45_POS_6_H01_S181_comb,Mel89,T.CD4,treatment.naive,Tirosh,2385,28366,2218,8242.0769444957
cy94_cd45pos_4_B10_S22_comb,Mel94,B.cell,post.treatment,Tirosh,3508,358312,3317,6889.303079592466
cy82_CD45_pos_1_E09_S537_comb,Mel82,T.CD4,treatment.naive,Tirosh,4177,358658,3961,9588.926889597984
cy75_1B_CORE_CD45neg_S113,Mel75,?,post.treatment,New,6961,1369466,6844,12918.409244005747
cy04.3_CD45pos_S20,Mel04.3,T.cell,post.treatment,New,2944,622478,2772,4373.279201042465
cy105_CD45pos_S198,Mel105,B.cell,treatment.naive,New,2590,1555950,2446,6702.7186690207145
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F11_S263_comb,Mel79,T.CD8,treatment.naive,Tirosh,3011,33617,2833,10541.430203739194
cy105_Zombineg_CD45neg_CD90neg_S128,Mel105,Endo.,treatment.naive,New,6282,652265,6125,12661.466864896849
cy121.1_CD45pos_S200,Mel121.1,T.CD8,post.treatment,New,4986,1949716,4855,7569.91868270565
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G07_S463_comb,Mel79,T.CD8,treatment.naive,Tirosh,2023,16397,1876,7877.371961232581
cy94_cd45neg_cd90pos_C10_S322_comb,Mel94,CAF,post.treatment,Tirosh,3587,77718,3370,11213.01808261588
cy80_Cd45_pos_PD1_pos_A07_S19_comb,Mel80,T.cell,treatment.naive,Tirosh,5248,228976,5012,12688.99443825117
cy102_CD45pos_S225,Mel102,T.CD4,post.treatment,New,7705,471147,7514,14575.996283169901
cy105_CD45pos_calceinpos_S33,Mel105,T.CD4,treatment.naive,New,2860,148825,2665,7325.723277576955
cy112_CD45pos_S14,Mel112,B.cell,treatment.naive,New,3742,3381835,3579,5245.0439544521105
cy75_1B_CORE_CD45neg_S187,Mel75,CAF,post.treatment,New,2038,1283497,1936,5874.830692326691
cy04.3_CD45pos_S96,Mel04.3,T.cell,post.treatment,New,2339,13303,2151,9518.942591324936
cy98_CD45pos_2_S368,Mel98,T.CD4,post.treatment,New,4320,409190,4151,9867.938004907479
cy74_CD45_pos_G12_S756_comb,Mel74,B.cell,post.treatment,Tirosh,2909,63229,2724,8029.8380934666975
cy88_cd_45_pos_G01_S457_comb,Mel88,T.CD8,post.treatment,Tirosh,2314,24487,2187,9095.213725781668
MGH00478_CD45pos_2_S357,Mel478,T.cell,treatment.naive,New,3312,387559,3103,6410.358511655558
cy88_cd_45_pos_H07_S475_comb,Mel88,T.CD8,post.treatment,Tirosh,5542,200708,5328,14482.440306277666
Merck_CD45pos_pl4_S86,Mel194,T.cell,post.treatment,New,4534,914244,4398,8791.358441317274
cy79_p5_CD45_pos_PD1_pos_D06_S618_comb,Mel79,T.CD4,treatment.naive,Tirosh,3991,172905,3800,10619.293461672305
cy121.1_CD45pos_S360,Mel121.1,T.CD4,post.treatment,New,4426,760204,4247,8434.36518008692
cy79_p4_CD45_pos_PD1_pos_A11_S299_comb,Mel79,T.CD4,treatment.naive,Tirosh,2647,128851,2433,6326.338090817648
CY89A_Core_15_A12_S12_comb,Mel89,T.CD8,treatment.naive,Tirosh,2467,35096,2293,8729.40171588968
Merck_CD45pos_pl4_S32,Mel194,T.CD8,post.treatment,New,4476,811287,4335,8242.052935689531
cy103_CD45pos_S276,Mel103,T.CD8,treatment.naive,New,8501,157064,8367,18815.496788384808
cy79_p4_CD45_pos_PD1_pos_F06_S354_comb,Mel79,T.CD4,treatment.naive,Tirosh,3261,146655,3035,8054.540525466372
cy105_CD45pos_S220,Mel105,B.cell,treatment.naive,New,4965,625437,4788,9714.378510235063
cy103_CD45pos_S273,Mel103,Macrophage,treatment.naive,New,6078,494228,5888,12034.31620892729
Merck_CD45pos_pl4_S28,Mel194,T.CD8,post.treatment,New,4575,854323,4420,8943.554296540042
CY58_1_CD45_B07_S979_comb,Mel58,T.CD8,post.treatment,Tirosh,2808,248510,2593,6487.444897757572
CY89A_CD45_POS_6_A07_S103_comb,Mel89,T.CD4,treatment.naive,Tirosh,2867,41047,2677,9659.898589741302
cy116_CD45pos_S307,Mel116,T.CD8,treatment.naive,New,3993,398434,3778,7859.613838152302
cy79_p3_CD45_pos_PD1_neg_G12_S180_comb,Mel79,B.cell,treatment.naive,Tirosh,3635,212859,3428,7714.323729785907
Merck_CD45pos_pl4_S20,Mel194,T.CD8,post.treatment,New,4352,521653,4176,9321.228905175878
CY58_1_CD45_D04_S1000_comb,Mel58,T.cell,post.treatment,Tirosh,2973,107768,2743,7645.851721993384
cy105_CD45pos_S209,Mel105,T.CD4,treatment.naive,New,4511,375384,4350,9323.261406445246
cy72_CD45_pos_G07_S943_comb,Mel72,B.cell,post.treatment,Tirosh,3978,127014,3740,9564.760714603763
cy53_1_CD45_pos_1_G03_S75_comb,Mel53,T.cell,treatment.naive,Tirosh,3535,105420,3320,9689.311106894871
cy103_CD45pos_S239,Mel103,B.cell,treatment.naive,New,6937,676666,6787,13738.621684429647
cy121.1_CD45pos_S297,Mel121.1,B.cell,post.treatment,New,5163,996144,5018,9465.56009296819
cy88_cd45pos_5_B05_S209_comb,Mel88,B.cell,post.treatment,Tirosh,5597,752337,5411,11957.867508776793
Cy72_CD45_A03_S675_comb,Mel72,B.cell,post.treatment,Tirosh,3340,174901,3112,7305.191684405168
MGH00478_CD45pos_1_S274,Mel478,NK,treatment.naive,New,3983,496835,3797,7424.45219195699
CY89A_CD45_POS_6_C05_S125_comb,Mel89,T.CD8,treatment.naive,Tirosh,4370,112360,4184,11629.48038454267
cy105_CD45pos_S194,Mel105,Macrophage,treatment.naive,New,5661,522658,5498,11716.760677913173
cy121.1_CD45pos_S215,Mel121.1,T.CD8,post.treatment,New,4090,1353488,3932,6058.249370876152
CY89A_CD45_POS_6_A12_S108_comb,Mel89,T.CD8,treatment.naive,Tirosh,2751,112184,2516,7274.683916677327
cy116_CD45pos_S303,Mel116,B.cell,treatment.naive,New,4063,439301,3863,7122.125736540877
cy110_CD45pos_S289,Mel110,Macrophage,post.treatment,New,10484,1151616,10328,14134.552968550555
cy75_1B_CORE_CD45neg_S149,Mel75,CAF,post.treatment,New,7036,1347844,6883,12205.028566813507
cy102_CD45pos_S240,Mel102,T.CD4,post.treatment,New,3561,191708,3338,7789.622814831394
cy82_CD45_pos_2_F01_S541_comb,Mel82,T.cell,treatment.naive,Tirosh,3975,259333,3774,8596.476951177014
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D05_S1001_comb,Mel60,B.cell,post.treatment,Tirosh,2484,52680,2297,8100.37641551236
cy103_CD45pos_S241,Mel103,Macrophage,treatment.naive,New,4011,365790,3881,10914.706590725145
cy80_CD45_pos_PD1_pos_B08_S116_comb,Mel80,B.cell,treatment.naive,Tirosh,4024,46087,3869,12134.429842386122
MGH00478_CD45pos_2_S329,Mel478,T.CD4,treatment.naive,New,4200,615443,4021,7907.497507518667
MGH00478_CD45pos_1_S212,Mel478,T.CD8,treatment.naive,New,3924,594677,3723,7573.994336422013
cy60_1_cd_45_pos_3_B11_S311_comb,Mel60,T.CD8,post.treatment,Tirosh,4852,204427,4641,13653.862321431961
cy105_CD45pos_calceinpos_S1,Mel105,T.CD4,treatment.naive,New,4651,385375,4455,9343.270460192945
cy79_p5_CD45_pos_PD1_pos_B03_S591_comb,Mel79,T.cell,treatment.naive,Tirosh,3305,73467,3104,10069.911201031682
cy98_CD45pos_2_S303,Mel98,T.cell,post.treatment,New,3970,559188,3756,7723.2273929907615
CY84_PRIM_POS_ALL_8_B11_S119_comb,Mel84,Macrophage,treatment.naive,Tirosh,4794,260653,4589,11633.06018463622
cy53_1_CD45_neg_D12_S336_comb,Mel53,Endo.,treatment.naive,Tirosh,5006,59104,4864,14031.260305639182
MGH00478_CD45pos_1_S219,Mel478,T.CD8,treatment.naive,New,3876,510229,3691,7576.239810484887
cy105_CD45pos_S251,Mel105,T.CD4,treatment.naive,New,4176,266416,3976,9577.500350175316
CY89NEG_C11_S35_comb,Mel89,Endo.,treatment.naive,Tirosh,4609,146779,4364,11959.88676546334
cy88_cd_45_pos_E09_S441_comb,Mel88,T.cell,post.treatment,Tirosh,3411,72383,3227,10578.451196928338
Cy81_FNA_CD45_A11_S203_comb,Mel81,T.cell,treatment.naive,Tirosh,2633,112345,2450,6950.551191474172
cy88_cd45pos_5_D01_S229_comb,Mel88,Macrophage,post.treatment,Tirosh,8105,3520137,7982,13210.342020253469
Cy81_Bulk_CD45_C09_S129_comb,Mel81,?,treatment.naive,Tirosh,13276,335832,13175,22081.032408108724
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B03_S399_comb,Mel79,T.CD8,treatment.naive,Tirosh,3815,47140,3636,12299.219736544303
cy60_1_cd_45_pos_3_H06_S378_comb,Mel60,B.cell,post.treatment,Tirosh,2658,52395,2495,8999.390684104972
MGH00478_CD45pos_2_S343,Mel478,B.cell,treatment.naive,New,4089,496386,3925,7538.889018092918
cy105_CD45pos_calceinpos_S42,Mel105,T.CD8,treatment.naive,New,3701,392820,3494,7849.727452814325
cy79_p3_CD45_pos_PD1_neg_A08_S104_comb,Mel79,B.cell,treatment.naive,Tirosh,2970,92440,2785,7890.726257272419
cy98_CD45pos_2_S375,Mel98,T.CD8,post.treatment,New,3746,515546,3561,7485.140869947039
cy102_CD45pos_S269,Mel102,T.cell,post.treatment,New,2095,26813,2001,7160.206501314709
cy116_CD45pos_S364,Mel116,T.CD8,treatment.naive,New,4187,460020,4000,8681.245182048107
CY58_1_CD45_C03_S987_comb,Mel58,T.cell,post.treatment,Tirosh,3175,219377,2971,7437.484508784714
cy79_p4_CD45_pos_PD1_pos_A09_S297_comb,Mel79,T.CD8,treatment.naive,Tirosh,3047,105113,2838,8529.624157996706
cy94_cd45neg_cd90pos_H03_S375_comb,Mel94,B.cell,post.treatment,Tirosh,4195,144203,3949,9363.995866830006
cy75_1B_CORE_CD45neg_S146,Mel75,CAF,post.treatment,New,7573,1677519,7416,13679.769777392645
cy129PA_CD45pos_S82,Mel129pa,T.CD8,treatment.naive,New,3971,625052,3766,7767.458003658625
CY75_1FNA_G01_S553_comb,Mel75,T.CD8,post.treatment,Tirosh,3433,75395,3184,10012.807901221035
cy79_p4_CD45_pos_PD1_pos_E03_S339_comb,Mel79,T.CD8,treatment.naive,Tirosh,2659,139649,2417,6614.375235261066
CY58_1_CD45_B11_S983_comb,Mel58,T.CD8,post.treatment,Tirosh,3507,211056,3283,8184.568437461883
CY89COREQ1_B06_S306_comb,Mel89,B.cell,treatment.naive,Tirosh,3837,113802,3607,9315.687853699068
cy79_p4_CD45_neg_PDL1_neg_D09_S1101_comb,Mel79,T.CD4,treatment.naive,Tirosh,3382,137131,3141,8201.09625975503
cy121.1_CD45pos_S316,Mel121.1,T.cell,post.treatment,New,3904,562951,3722,7140.562138033757
CY75_1_CD45_CD8_3__S158_comb_BCD8,Mel75,T.CD8,post.treatment,Tirosh,4479,349575,4281,10133.241552490455
CY88CD45_150813_C05_S317_comb,Mel88,T.CD8,post.treatment,Tirosh,4704,445962,4504,9426.360892174278
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B04_S496_comb,Mel79,B.cell,treatment.naive,Tirosh,2407,19189,2265,8811.753207427433
CY75_1_CD45_CD8_7__S197_comb_BCD8,Mel75,T.CD8,post.treatment,Tirosh,3977,239010,3756,10494.547481859861
cy129PA_CD45pos_S69,Mel129pa,T.CD4,treatment.naive,New,4622,936593,4464,8734.531547061399
cy102_CD45pos_S153,Mel102,Macrophage,post.treatment,New,3219,1505369,3066,8360.708224276948
merck_cd45pos_PL3_S291,Mel194,T.CD8,post.treatment,New,4092,383454,3899,8570.052681643969
cy106_CD45pos_S237,Mel106,B.cell,post.treatment,New,3752,663157,3596,6152.6146902350765
Cy74_CD45_E08_S440_comb,Mel74,T.CD8,post.treatment,Tirosh,2698,132895,2493,6953.447079289197
cy75_1B_CORE_CD45neg_S104,Mel75,?,post.treatment,New,6940,1230124,6805,12360.727104995045
cy79_p3_CD45_neg_PDL1_neg_H07_S283_comb,Mel79,Endo.,treatment.naive,Tirosh,3723,21658,3625,11949.215711463574
Cy72_CD45_F09_S741_comb,Mel72,T.CD4,post.treatment,Tirosh,2970,131653,2727,7059.649002430042
cy04.3_CD45pos_S88,Mel04.3,T.CD8,post.treatment,New,3764,1032783,3579,7032.035166816859
CY89A_Core_15_E01_S49_comb,Mel89,T.CD8,treatment.naive,Tirosh,2726,50691,2544,8870.316238670906
MGH00478_CD45pos_2_S356,Mel478,B.cell,treatment.naive,New,2761,325634,2551,4885.890393026231
cy79_p4_CD45_pos_PD1_pos_B06_S306_comb,Mel79,T.CD4,treatment.naive,Tirosh,3221,167371,3017,7993.1496469423
merck_cd45pos_PL3_S293,Mel194,T.CD8,post.treatment,New,4409,368349,4231,10274.736508139646
cy04.3_CD45pos_S33,Mel04.3,T.cell,post.treatment,New,5093,959891,4951,9297.082085071464
Merck_CD45pos_pl4_S56,Mel194,Macrophage,post.treatment,New,5831,1384028,5708,11596.937852430676
cy102_CD45pos_S236,Mel102,T.cell,post.treatment,New,3658,266658,3462,7918.191655502591
cy98_CD45pos_1_S196,Mel98,Macrophage,post.treatment,New,5447,1339823,5283,9903.303281230197
cy129PA_CD45pos_S55,Mel129pa,Macrophage,treatment.naive,New,6290,754932,6106,12147.760006059812
cy129PB_CD45pos_S222,Mel129pb,Macrophage,treatment.naive,New,5387,1048798,5203,10429.376105714739
CY89A_CD45_POS_6_F07_S163_comb,Mel89,B.cell,treatment.naive,Tirosh,3145,116642,2904,7302.036970439087
cy128_CD45neg_S221,Mel128,?,treatment.naive,New,1850,1143981,1723,4493.871282442698
CY89COREQ1_B10_S310_comb,Mel89,B.cell,treatment.naive,Tirosh,3294,99500,3064,8023.420355104832
cy103_CD45pos_S270,Mel103,T.cell,treatment.naive,New,6982,266000,6799,15136.584127598466
cy112_CD45pos_S293,Mel112,T.CD4,treatment.naive,New,5368,1157606,5246,8952.56936029563
cy94_cd45pos_D11_S143_comb,Mel94,B.cell,post.treatment,Tirosh,7117,653958,6979,13183.143171963387
cy74_CD45_pos_C04_S700_comb,Mel74,T.CD8,post.treatment,Tirosh,5493,182963,5276,13631.536618586812
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C08_S512_comb,Mel79,B.cell,treatment.naive,Tirosh,2789,33147,2620,9458.633599441438
CY75_1_CD45_CD8_7__S227_comb_BCD8,Mel75,Macrophage,post.treatment,Tirosh,7529,559757,7356,15793.883348173447
cy80_Cd45_pos_Pd1_neg_S343_G07_S343_comb,Mel80,B.cell,treatment.naive,Tirosh,3417,48369,3185,9983.487112643594
cy80_CD_90_pos_E03_S915_comb,Mel80,?,treatment.naive,Tirosh,2793,28931,2589,8952.077906293312
cy75_1B_CD45pos_S83,Mel75,T.CD8,post.treatment,New,4704,742754,4520,8720.704188782776
cy60_1_cd_45_pos_3_E05_S341_comb,Mel60,B.cell,post.treatment,Tirosh,2649,94330,2419,7438.0019559401335
cy128_CD45pos_S149,Mel128,T.CD4,treatment.naive,New,3656,938795,3507,5160.805853815243
Cy74_CD45_G11_S467_comb,Mel74,?,post.treatment,Tirosh,2046,135277,1900,6292.873276098122
cy98_CD45pos_CD8pos_S94,Mel98,T.CD8,post.treatment,New,5049,569740,4899,10442.551223655346
cy60_1_cd_45_pos_3_F06_S354_comb,Mel60,T.CD8,post.treatment,Tirosh,4735,56819,4528,14685.091553603399
CY58_1_CD45_F08_S1028_comb,Mel58,NK,post.treatment,Tirosh,3276,90516,3060,9015.678084773956
CY89A_CD45_POS_6_G07_S175_comb,Mel89,B.cell,treatment.naive,Tirosh,3112,108827,2836,7337.344543676617
CY58_1_CD45_H01_S1045_comb,Mel58,T.CD8,post.treatment,Tirosh,2205,34872,1999,7196.969142759561
cy88_cd_45_pos_3_B09_S597_comb,Mel88,T.cell,post.treatment,Tirosh,3215,108603,2990,8936.4512281609
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H06_S570_comb,Mel79,B.cell,treatment.naive,Tirosh,3011,49633,2816,9455.916703794843
cy106_CD45pos_S197,Mel106,T.CD8,post.treatment,New,3349,447905,3162,5834.103128671871
CY84_PRIM_POS_ALL_7_B11_S215_comb,Mel84,T.CD8,treatment.naive,Tirosh,3209,203600,2970,7856.5878210795545
cy88_cd_45_pos_3_H08_S668_comb,Mel88,T.cell,post.treatment,Tirosh,2295,37060,2127,8248.578404300712
cy116_CD45pos_S295,Mel116,T.cell,treatment.naive,New,3561,275556,3387,7108.59552969709
cy72_CD45_pos_F03_S927_comb,Mel72,T.cell,post.treatment,Tirosh,3470,102950,3244,8921.107642336114
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F06_S258_comb,Mel79,T.CD8,treatment.naive,Tirosh,2737,34814,2582,9493.65519770022
cy116_CD45pos_S339,Mel116,T.CD4,treatment.naive,New,4922,604495,4719,9493.544364905065
CY89A_CD45_POS_6_H02_S182_comb,Mel89,T.CD8,treatment.naive,Tirosh,3691,61942,3477,10557.543291393684
cy82_CD45_pos_2_B09_S501_comb,Mel82,T.CD8,treatment.naive,Tirosh,2262,82232,2025,5557.490256635371
CY84_PRIM_POS_ALL_7_G05_S269_comb,Mel84,T.CD8,treatment.naive,Tirosh,2023,19364,1920,8358.72717685536
CY94CD45POS_1_G02_S170_comb,Mel94,B.cell,post.treatment,Tirosh,8293,580184,8147,16590.481552544756
cy103_CD45pos_S196,Mel103,T.CD8,treatment.naive,New,3883,234835,3686,8699.856175927453
cy103_CD45pos_S183,Mel103,B.cell,treatment.naive,New,4973,444614,4792,9534.656592274896
cy121.1_CD45pos_S381,Mel121.1,Macrophage,post.treatment,New,5400,1546389,5230,9928.404015436667
cy110_CD45pos_S357,Mel110,Macrophage,post.treatment,New,6303,764211,6120,11770.431855662671
cy105_CD45pos_S235,Mel105,T.cell,treatment.naive,New,5870,747488,5709,12843.713877477132
cy04.3_CD45pos_S26,Mel04.3,T.cell,post.treatment,New,2339,14218,2185,9559.924463518762
cy88_cd_45_pos_H05_S473_comb,Mel88,NK,post.treatment,Tirosh,3126,102800,2908,8895.389716615373
cy60_1_cd_45_pos_3_C07_S319_comb,Mel60,T.CD4,post.treatment,Tirosh,2717,60317,2512,8573.59498243304
cy04.3_CD45pos_S89,Mel04.3,T.CD8,post.treatment,New,4362,874936,4152,8431.397156829382
cy75_1CORE_CD45pos_S29,Mel75,T.CD8,post.treatment,New,5191,569158,5050,10067.13535668768
cy116_CD45pos_S338,Mel116,T.CD8,treatment.naive,New,4276,384410,4097,9300.364948697488
cy75_1B_CD45pos_S52,Mel75,T.cell,post.treatment,New,4039,262385,3870,7907.569597349887
cy53_1_CD45_neg_C01_S313_comb,Mel53,CAF,treatment.naive,Tirosh,7584,354162,7411,15997.168787076062
CY88CD45_150813_H06_S378_comb,Mel88,?,post.treatment,Tirosh,2306,47158,2100,5427.126102723678
CY58_1_CD45_D01_S997_comb,Mel58,T.CD8,post.treatment,Tirosh,2555,69109,2338,7326.439467548296
CY75_1_CD45_CD8_3__S97_comb_BCD8,Mel75,T.CD8,post.treatment,Tirosh,4036,178377,3810,10253.864723535462
cy84_Met_CD45_pos_F11_S935_comb,Mel84,T.CD4,treatment.naive,Tirosh,3566,171574,3332,9184.426073167922
cy80_Cd45_pos_Pd1_neg_S272_D08_S272_comb,Mel80,T.cell,treatment.naive,Tirosh,3087,43658,2853,9495.615985389326
CY84_PRIM_POS_ALL_7_A01_S193_comb,Mel84,?,treatment.naive,Tirosh,10335,397034,10151,17282.033302622476
cy04.3_CD45pos_S12,Mel04.3,T.CD8,post.treatment,New,3916,1246308,3755,6102.781570849344
CY89A_Core_15_B03_S15_comb,Mel89,?,treatment.naive,Tirosh,4311,147636,4072,11369.104268232022
cy79_p4_CD45_pos_PD1_pos_G06_S366_comb,Mel79,T.CD8,treatment.naive,Tirosh,4052,175539,3827,9656.09505890398
cy102_CD45pos_S152,Mel102,T.CD8,post.treatment,New,5374,824089,5194,10407.119401171078
CY75_1_CD45_CD8_7__S248_comb_BCD8,Mel75,T.CD8,post.treatment,Tirosh,4503,357993,4312,10075.186375530142
CY84_PRIM_POS_ALL_8_E07_S151_comb,Mel84,?,treatment.naive,Tirosh,5591,683114,5383,11064.310575362719
cy80_CD45_pos_PD1_pos_A05_S101_comb,Mel80,T.CD4,treatment.naive,Tirosh,3245,45434,3053,9719.82627274403
Merck_CD45pos_pl4_S8,Mel194,Macrophage,post.treatment,New,5518,1555905,5366,10730.108015615198
cy103_CD45pos_S153,Mel103,B.cell,treatment.naive,New,6486,734351,6306,12599.918863661765
cy82_CD45_pos_2_B04_S496_comb,Mel82,T.CD4,treatment.naive,Tirosh,2251,182227,2032,4880.5229263748415
cy79_p4_CD45_pos_PD1_pos_H07_S379_comb,Mel79,T.CD4,treatment.naive,Tirosh,3691,152001,3467,9898.17149976513
cy94_cd45neg_cd90pos_H06_S378_comb,Mel94,?,post.treatment,Tirosh,5980,498214,5748,13645.315696016973
